run_id,execution_time_seconds
1,2.01412385499998
2,1.9136413369999445
3,1.8178489500000978
4,1.8185509899999488
5,1.7945193329999256
6,1.7488480749998416
7,1.8566679040000054
8,1.976389053000048
9,1.8901849779999793
10,2.024593639999921
11,2.1359703679997892
12,1.8747969890000604
13,1.7989676299998791
14,1.8009818349999023
15,1.7395634910001263
16,1.794934823999938
17,2.00560124499998
18,1.834240464000004
19,2.13340452500006
20,2.2184869459999845
