harmonics,rms_error
1,0.06966412004353537
2,0.06966412004353537
3,0.027845618111589355
4,0.027845618111589355
5,0.015648381680286483
6,0.015648381680286483
7,0.010306973447894004
8,0.010306973447894004
9,0.0074362726699178155
10,0.0074362726699178155
11,0.005690519511586067
12,0.005690519511586067
13,0.004537398623711354
14,0.004537398623711354
15,0.0037293039687218477
16,0.0037293039687218477
17,0.003137268049959661
18,0.003137268049959661
19,0.0026882559270249174
20,0.0026882559270249174
21,0.002338153174105198
22,0.002338153174105198
23,0.0020589126499468598
24,0.0020589126499468598
25,0.0018319424182295031
26,0.0018319424182295031
27,0.001644483498208826
28,0.001644483498208826
29,0.0014875199025834243
30,0.0014875199025834243
31,0.0013545191346846174
32,0.0013545191346846174
33,0.0012406444938115975
34,0.0012406444938115975
35,0.0011422464498012026
36,0.0011422464498012026
37,0.0010565249399570888
38,0.0010565249399570888
39,0.0009812995902720102
40,0.0009812995902720102
41,0.0009148499383244674
42,0.0009148499383244674
43,0.0008558021576132546
44,0.0008558021576132546
45,0.0008030473392387293
46,0.0008030473392387293
47,0.0007556816050758459
48,0.0007556816050758459
49,0.0007129615890843855
50,0.0007129615890843855
51,0.0006742709094047636
52,0.0006742709094047636
53,0.0006390946150827161
54,0.0006390946150827161
55,0.000606999496140204
56,0.000606999496140204
57,0.0005776187575549909
58,0.0005776187575549909
59,0.0005506399779378118
60,0.0005506399779378118
61,0.000525795566508635
62,0.000525795566508635
63,0.0005028551387455793
64,0.0005028551387455793
65,0.0004816193789153781
66,0.0004816193789153781
67,0.00046191506461655063
68,0.00046191506461655063
69,0.00044359100663646304
70,0.00044359100663646304
71,0.00042651471514970884
72,0.00042651471514970884
73,0.0004105696463199679
74,0.0004105696463199679
75,0.0003956529157340641
76,0.0003956529157340641
77,0.0003816733896451337
78,0.0003816733896451337
79,0.0003685500837660909
80,0.0003685500837660909
81,0.00035621081380572233
82,0.00035621081380572233
83,0.0003445910531467472
84,0.0003445910531467472
85,0.00033363296181517605
86,0.00033363296181517605
87,0.0003232845577645447
88,0.0003232845577645447
89,0.0003134990069323798
90,0.0003134990069323798
91,0.00030423401284545236
92,0.00030423401284545236
93,0.00029545129000260365
94,0.00029545129000260365
95,0.0002871161080377389
96,0.0002871161080377389
97,0.0002791968959048372
98,0.0002791968959048372
99,0.00027166489714363333
100,0.00027166489714363333
101,0.00026449386876509874
102,0.00026449386876509874
103,0.0002576598175075329
104,0.0002576598175075329
105,0.00025114076821002517
106,0.00025114076821002517
107,0.00024491655987162196
108,0.00024491655987162196
109,0.00023896866564527948
110,0.00023896866564527948
111,0.00023328003358168134
112,0.00023328003358168134
113,0.00022783494540969763
114,0.00022783494540969763
115,0.00022261889103603513
116,0.00022261889103603513
117,0.00021761845677811765
118,0.00021761845677811765
119,0.00021282122562403102
120,0.00021282122562403102
121,0.00020821568805007678
122,0.00020821568805007678
123,0.0002037911621262051
124,0.0002037911621262051
125,0.00019953772181044918
126,0.00019953772181044918
127,0.00019544613247840522
128,0.00019544613247840522
129,0.0001915077928577898
130,0.0001915077928577898
131,0.00018771468264457453
132,0.00018771468264457453
133,0.00018405931516839063
134,0.00018405931516839063
135,0.0001805346945535117
136,0.0001805346945535117
137,0.00017713427688956172
138,0.00017713427688956172
139,0.00017385193498485014
140,0.00017385193498485014
141,0.0001706819263259714
142,0.0001706819263259714
143,0.00016761886391165195
144,0.00016761886391165195
145,0.00016465768966712752
146,0.00016465768966712752
147,0.000161793650179073
148,0.000161793650179073
149,0.0001590222745202196
150,0.0001590222745202196
151,0.00015633935395868197
152,0.00015633935395868197
153,0.00015374092336940278
154,0.00015374092336940278
155,0.00015122324418490824
156,0.00015122324418490824
157,0.00014878278874012993
158,0.00014878278874012993
159,0.00014641622588126103
160,0.00014641622588126103
161,0.00014412040772223206
162,0.00014412040772223206
163,0.0001418923574444791
164,0.0001418923574444791
165,0.00013972925804616286
166,0.00013972925804616286
167,0.0001376284419565921
168,0.0001376284419565921
169,0.00013558738143990942
170,0.00013558738143990942
171,0.00013360367971954585
172,0.00013360367971954585
173,0.00013167506276167464
174,0.00013167506276167464
175,0.0001297993716618005
176,0.0001297993716618005
177,0.00012797455558395264
178,0.00012797455558395264
179,0.00012619866520659085
180,0.00012619866520659085
181,0.00012446984663383622
182,0.00012446984663383622
183,0.00012278633573410417
184,0.00012278633573410417
185,0.00012114645287204808
186,0.00012114645287204808
187,0.00011954859800248794
188,0.00011954859800248794
189,0.00011799124609789711
190,0.00011799124609789711
191,0.00011647294288358874
192,0.00011647294288358874
193,0.00011499230085688034
194,0.00011499230085688034
195,0.00011354799556866696
196,0.00011354799556866696
197,0.00011213876214755481
198,0.00011213876214755481
199,0.00011076339204857733
200,0.00011076339204857733
201,0.00010942073000981707
202,0.00010942073000981707
203,0.00010810967120165668
204,0.00010810967120165668
205,0.00010682915855494344
206,0.00010682915855494344
207,0.00010557818025503805
208,0.00010557818025503805
209,0.00010435576738995057
210,0.00010435576738995057
211,0.00010316099174188677
212,0.00010316099174188677
213,0.00010199296371199243
214,0.00010199296371199243
215,0.00010085083036932098
216,0.00010085083036932098
217,9.973377361530546e-05
218,9.973377361530546e-05
219,9.864100845605326e-05
220,9.864100845605326e-05
221,9.75717813751895e-05
222,9.75717813751895e-05
223,9.652536880045863e-05
224,9.652536880045863e-05
225,9.550107565802241e-05
226,9.550107565802241e-05
227,9.449823400863536e-05
228,9.449823400863536e-05
229,9.351620176044074e-05
230,9.351620176044074e-05
231,9.255436145338538e-05
232,9.255436145338538e-05
233,9.161211911074266e-05
234,9.161211911074266e-05
235,9.068890315352892e-05
236,9.068890315352892e-05
237,8.978416337377411e-05
238,8.978416337377411e-05
239,8.889736996307413e-05
240,8.889736996307413e-05
241,8.802801259299383e-05
242,8.802801259299383e-05
243,8.71755995441359e-05
244,8.71755995441359e-05
245,8.633965688092948e-05
246,8.633965688092948e-05
247,8.551972766940517e-05
248,8.551972766940517e-05
249,8.471537123535106e-05
250,8.471537123535106e-05
251,8.39261624605222e-05
252,8.39261624605222e-05
253,8.315169111460355e-05
254,8.315169111460355e-05
255,8.239156122088802e-05
256,8.239156122088802e-05
257,8.164539045369808e-05
258,8.164539045369808e-05
259,8.091280956574085e-05
260,8.091280956574085e-05
261,8.019346184367204e-05
262,8.019346184367204e-05
263,7.948700259029909e-05
264,7.948700259029909e-05
265,7.879309863193631e-05
266,7.879309863193631e-05
267,7.811142784946949e-05
268,7.811142784946949e-05
269,7.744167873187914e-05
270,7.744167873187914e-05
271,7.67835499508955e-05
272,7.67835499508955e-05
273,7.613674995577498e-05
274,7.613674995577498e-05
275,7.550099658698959e-05
276,7.550099658698959e-05
277,7.487601670787093e-05
278,7.487601670787093e-05
279,7.426154585321034e-05
280,7.426154585321034e-05
281,7.365732789400744e-05
282,7.365732789400744e-05
283,7.306311471740389e-05
284,7.306311471740389e-05
285,7.247866592107731e-05
286,7.247866592107731e-05
287,7.190374852136694e-05
288,7.190374852136694e-05
289,7.133813667433481e-05
290,7.133813667433481e-05
291,7.07816114092317e-05
292,7.07816114092317e-05
293,7.023396037360187e-05
294,7.023396037360187e-05
295,6.969497758954736e-05
296,6.969497758954736e-05
297,6.91644632205045e-05
298,6.91644632205045e-05
299,6.864222334811736e-05
300,6.864222334811736e-05
301,6.812806975858822e-05
302,6.812806975858822e-05
303,6.762181973815157e-05
304,6.762181973815157e-05
305,6.712329587714712e-05
306,6.712329587714712e-05
307,6.66323258822806e-05
308,6.66323258822806e-05
309,6.614874239677215e-05
310,6.614874239677215e-05
311,6.567238282786684e-05
312,6.567238282786684e-05
313,6.520308918148317e-05
314,6.520308918148317e-05
315,6.474070790361235e-05
316,6.474070790361235e-05
317,6.428508972812822e-05
318,6.428508972812822e-05
319,6.38360895307651e-05
320,6.38360895307651e-05
321,6.339356618892911e-05
322,6.339356618892911e-05
323,6.29573824470925e-05
324,6.29573824470925e-05
325,6.252740478753934e-05
326,6.252740478753934e-05
327,6.210350330617314e-05
328,6.210350330617314e-05
329,6.168555159318465e-05
330,6.168555159318465e-05
331,6.127342661837311e-05
332,6.127342661837311e-05
333,6.086700862088121e-05
334,6.086700862088121e-05
335,6.0466181003173394e-05
336,6.0466181003173394e-05
337,6.0070830229049286e-05
338,6.0070830229049286e-05
339,5.9680845725556316e-05
340,5.9680845725556316e-05
341,5.929611978857625e-05
342,5.929611978857625e-05
343,5.891654749196042e-05
344,5.891654749196042e-05
345,5.854202660005786e-05
346,5.854202660005786e-05
347,5.8172457483481746e-05
348,5.8172457483481746e-05
349,5.7807743037987784e-05
350,5.7807743037987784e-05
351,5.7447788606309846e-05
352,5.7447788606309846e-05
353,5.7092501902865583e-05
354,5.7092501902865583e-05
355,5.674179294118359e-05
356,5.674179294118359e-05
357,5.639557396393257e-05
358,5.639557396393257e-05
359,5.605375937547209e-05
360,5.605375937547209e-05
361,5.571626567680765e-05
362,5.571626567680765e-05
363,5.538301140283805e-05
364,5.538301140283805e-05
365,5.5053917061843086e-05
366,5.5053917061843086e-05
367,5.472890507705494e-05
368,5.472890507705494e-05
369,5.440789973028379e-05
370,5.440789973028379e-05
371,5.4090827107508404e-05
372,5.4090827107508404e-05
373,5.37776150463238e-05
374,5.37776150463238e-05
375,5.346819308521893e-05
376,5.346819308521893e-05
377,5.3162492414548586e-05
378,5.3162492414548586e-05
379,5.286044582920819e-05
380,5.286044582920819e-05
381,5.2561987682847435e-05
382,5.2561987682847435e-05
383,5.2267053843726725e-05
384,5.2267053843726725e-05
385,5.197558165192415e-05
386,5.197558165192415e-05
387,5.1687509878053815e-05
388,5.1687509878053815e-05
389,5.140277868331055e-05
390,5.140277868331055e-05
391,5.11213295808482e-05
392,5.11213295808482e-05
393,5.0843105398399814e-05
394,5.0843105398399814e-05
395,5.056805024212891e-05
396,5.056805024212891e-05
397,5.029610946165585e-05
398,5.029610946165585e-05
399,5.0027229616208345e-05
400,5.0027229616208345e-05
