window,nperseg,noverlap,freq_blur_hz,time_blur_s,freq_blur_bins,time_blur_frames
hann,64,32,18.149960748901016,0.09423134878806115,1.161597487929665,2.944729649626911
hann,128,64,11.228223303636756,0.05881545919218223,1.437212582865505,0.9189915498778473
hann,256,128,14.610221208040446,0.03160931256035044,3.740216629258354,0.2469477543777378
